psu,finwgt,stratum,Q1,Q2,Q3,ECIGT,ECIGAR,ESLT,EELCIGT,EHOOKAH,EROLLCIGTS,EFLAVCIGAR,EPIPE,ESNUS,EDISSOLV,EBIDIS,CCIGT,CCIGAR,CSLT,CELCIGT,CHOOKAH,CROLLCIGTS,CPIPE,CSNUS,CDISSOLV,CBIDIS,Q50A,Q50B,Q50C,Q50D,Q50E,Q50F,Q50G
073102,2816.559257962,BR1,08,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2816.559257962,BR1,08,1,5,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,NA,NA,1,NA,NA,1,1
073102,2816.559257962,BR1,07,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2816.559257962,BR1,07,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,3350.776114242,BR1,08,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,3350.776114242,BR1,08,2,5,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA
073102,3350.776114242,BR1,07,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1064.165130983,BR1,10,1,7,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1
073102,2400.246695834,BR1,08,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
073102,3350.776114242,BR1,08,2,5,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2017.847246901,BR1,08,1,6,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA
073102,3350.776114242,BR1,08,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,3350.776114242,BR1,07,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,3350.776114242,BR1,08,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,1,NA,NA,NA,NA
073102,2816.559257962,BR1,08,1,5,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2816.559257962,BR1,08,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1
073102,2816.559257962,BR1,08,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2400.246695834,BR1,08,1,5,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2816.559257962,BR1,08,1,5,1,2,1,1,NA,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,3910.699578242,BR1,09,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,10,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,3910.699578242,BR1,09,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,3910.699578242,BR1,08,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2017.847246901,BR1,09,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2017.847246901,BR1,09,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2017.847246901,BR1,10,1,6,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1
073102,2017.847246901,BR1,08,1,6,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1
073102,2017.847246901,BR1,08,1,6,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,1
073102,2017.847246901,BR1,09,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2017.847246901,BR1,08,1,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1468.547231464,BR1,08,1,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2017.847246901,BR1,09,1,6,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA
073102,3910.699578242,BR1,09,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,956.911039074,BR1,09,1,6,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA
073102,2846.125764741,BR1,08,2,6,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,NA,NA,1,NA,NA,1,NA
073102,1468.547231464,BR1,09,1,6,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2017.847246901,BR1,08,1,6,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1
073102,1475.604738493,BR1,10,1,7,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,1,NA,NA,1,1
073102,2017.847246901,BR1,09,1,6,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,09,1,7,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
073102,2567.813290475,BR1,10,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1064.165130983,BR1,10,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,09,1,7,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA
073102,2567.813290475,BR1,10,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1064.165130983,BR1,10,1,7,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2567.813290475,BR1,09,2,7,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2567.813290475,BR1,09,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,10,1,7,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1
073102,1475.604738493,BR1,10,1,7,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA
073102,2567.813290475,BR1,09,2,7,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA
073102,2567.813290475,BR1,10,2,7,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,10,1,7,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,10,1,7,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,10,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,09,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1064.165130983,BR1,10,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,09,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,10,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2567.813290475,BR1,11,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2567.813290475,BR1,09,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,10,1,7,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1475.604738493,BR1,09,1,7,1,NA,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1
073102,1064.165130983,BR1,10,1,7,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA
073102,1064.165130983,BR1,11,1,7,1,NA,NA,NA,1,2,1,2,2,2,2,2,NA,NA,2,1,2,1,2,2,2,NA,NA,1,NA,NA,NA,NA
073102,1475.604738493,BR1,10,1,7,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,NA,NA,1,NA,NA,NA,NA
073102,3350.776114242,BR1,08,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,3910.699578242,BR1,09,2,6,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,NA,NA,NA,NA,1,NA
073102,2611.18693716,BR1,05,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2284.976566012,BR1,06,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,607.746094258,BR1,06,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2611.18693716,BR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2220.172580755,BR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2611.18693716,BR1,05,2,3,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2284.976566012,BR1,05,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2611.18693716,BR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2611.18693716,BR1,05,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2611.18693716,BR1,05,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,607.746094258,BR1,06,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2284.976566012,BR1,05,1,3,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2284.976566012,BR1,06,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2611.18693716,BR1,05,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2284.976566012,BR1,05,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2284.976566012,BR1,05,1,3,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2611.18693716,BR1,06,2,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,1,1,NA,1,NA
073102,2284.976566012,BR1,06,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2284.976566012,BR1,05,1,3,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,NA,NA,1,NA,NA,NA,NA
073102,2284.976566012,BR1,06,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA
073102,1538.901757771,BR1,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1538.901757771,BR1,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2503.077666493,BR1,04,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1378.777139865,BR1,04,2,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
073102,694.382610691,BR1,05,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,NA,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA
073102,2793.77319904,BR1,05,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2793.77319904,BR1,04,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2793.77319904,BR1,04,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1538.901757771,BR1,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1538.901757771,BR1,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1538.901757771,BR1,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1538.901757771,BR1,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2503.077666493,BR1,04,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1538.901757771,BR1,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2793.77319904,BR1,04,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1,NA,NA,1,NA
073102,1538.901757771,BR1,05,2,2,1,2,NA,1,2,2,2,1,2,2,2,2,2,NA,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1538.901757771,BR1,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1538.901757771,BR1,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1538.901757771,BR1,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2793.77319904,BR1,05,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1538.901757771,BR1,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,382.48867894,BR1,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1506.250207754,BR1,04,2,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,1,NA,NA,1,1
073102,1648.335270177,BR1,04,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2261.26192526,BR1,04,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,467.130963634,BR1,04,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2261.26192526,BR1,03,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1648.335270177,BR1,04,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1648.335270177,BR1,04,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2261.26192526,BR1,03,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1648.335270177,BR1,03,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1648.335270177,BR1,03,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2341.151647124,BR1,03,1,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2261.26192526,BR1,04,1,1,NA,NA,NA,NA,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
073102,340.5127175,BR1,03,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1648.335270177,BR1,04,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1648.335270177,BR1,03,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2261.26192526,BR1,04,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
073102,1648.335270177,BR1,03,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2261.26192526,BR1,04,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,1648.335270177,BR1,04,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2261.26192526,BR1,04,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
073102,2261.26192526,BR1,05,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
073102,2261.26192526,BR1,04,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
074571,2612.605433568,HR1,06,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2612.605433568,HR1,06,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,3018.971966731,HR1,06,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,05,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,05,2,3,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,1824.178680962,HR1,06,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,3018.971966731,HR1,06,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,3018.971966731,HR1,06,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,05,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,1824.178680962,HR1,06,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,1,NA,NA,NA,NA
074571,2145.451026673,HR1,05,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,3018.971966731,HR1,06,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,05,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,3018.971966731,HR1,06,1,3,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA
074571,1856.664146441,HR1,06,2,3,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA
074571,802.970344968,HR1,06,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,3018.971966731,HR1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
074571,2145.451026673,HR1,05,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,3018.971966731,HR1,06,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,3018.971966731,HR1,06,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
074571,2145.451026673,HR1,06,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
