psu,finwgt,stratum,Qn1,Qn2,Qn3,ECIGT,ECIGAR,ESLT,EELCIGT,EROLLCIGTS,EFLAVCIGTS,EBIDIS,EFLAVCIGAR,EHOOKAH,EPIPE,ESNUS,EDISSOLV,CCIGT,CCIGAR,CSLT,CELCIGT,CROLLCIGTS,CFLAVCIGTS,CBIDIS,CHOOKAH,CPIPE,CSNUS,CDISSOLV
087656,1104.835457789,HU4,8,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,9,1,6,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,9,1,6,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,8,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,9,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,835.705455892,HU4,9,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1216.051185629,HU4,9,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1048.47425302,HU4,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,835.705455892,HU4,9,1,7,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,854.809873284,HU4,10,2,7,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,854.809873284,HU4,9,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,854.809873284,HU4,10,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,854.809873284,HU4,9,2,7,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,854.809873284,HU4,9,2,7,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,835.705455892,HU4,9,1,7,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2
087656,1048.47425302,HU4,7,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,8,1,5,1,NA,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
087656,1042.833088444,HU4,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1299.07498131,HU4,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,9,2,6,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,9,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,8,1,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,8,1,6,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA
087656,1104.835457789,HU4,8,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,8,2,6,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,9,1,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,9,1,6,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,8,1,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,9,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,9,2,6,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1315.9824993,HU4,10,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,8,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,8,2,6,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,9,1,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,7,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,7,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2
087656,929.843069043,HU4,7,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,8,1,5,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
087656,888.382540193,HU4,8,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,8,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,8,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
087656,929.843069043,HU4,8,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,9,2,6,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2
087656,888.382540193,HU4,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,8,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,9,2,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,8,2,6,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,8,2,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,9,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1104.835457789,HU4,8,1,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,888.382540193,HU4,9,2,6,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1
087656,888.382540193,HU4,9,2,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1354.047772529,HU4,8,1,5,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
087656,1016.149108108,HU4,7,2,5,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
087656,929.843069043,HU4,8,1,5,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2
087656,929.843069043,HU4,7,1,5,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,7,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1354.047772529,HU4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,8,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,8,1,5,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
087656,929.843069043,HU4,7,1,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
087656,929.843069043,HU4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,8,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,7,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1479.727582212,HU4,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,8,2,5,1,1,1,1,1,2,2,1,1,1,2,2,NA,1,1,1,1,2,2,1,1,2,2
087656,929.843069043,HU4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
087656,929.843069043,HU4,8,1,5,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,6,1,5,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2
087656,1016.149108108,HU4,8,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,8,1,5,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
087656,929.843069043,HU4,7,1,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
087656,929.843069043,HU4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,7,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,7,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
087656,1104.835457789,HU4,7,1,6,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,8,1,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,7,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1600.981102526,HU4,8,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,8,2,5,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,7,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,8,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
087656,929.843069043,HU4,7,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,7,1,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1016.149108108,HU4,8,2,5,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
087656,1016.149108108,HU4,8,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,929.843069043,HU4,8,1,5,1,1,2,1,2,2,2,2,1,2,2,2,2,NA,2,1,2,2,2,2,2,2,2
087656,929.843069043,HU4,7,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1532.334266349,HU4,8,1,5,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
087656,929.843069043,HU4,8,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,793.377847684,HU4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,793.377847684,HU4,4,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2
087656,859.10630222,HU4,5,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2
087656,793.377847684,HU4,4,1,2,2,2,2,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
087656,614.359615012,HU4,5,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,NA
087656,793.377847684,HU4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,793.377847684,HU4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2
087656,859.10630222,HU4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,793.377847684,HU4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,793.377847684,HU4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,786.873520696,HU4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,6,2,3,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,957.515791115,HU4,5,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,5,NA,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,6,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,5,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
087656,814.126153176,HU4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,793.377847684,HU4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,859.10630222,HU4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,793.377847684,HU4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,793.377847684,HU4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,5,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
087656,715.319618737,HU4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,5,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,6,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,4,2,1,NA,NA,2,1,2,2,2,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
087656,1063.502080912,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,1,1,8,NA,NA,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,1,2,1,2,2,2,2,2
087656,1063.502080912,HU4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1098.682591512,HU4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,3,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
087656,1577.280662105,HU4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,786.873520696,HU4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,6,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
087656,793.377847684,HU4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,793.377847684,HU4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,691.374505809,HU4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,5,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1089.776691714,HU4,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,715.319618737,HU4,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,814.126153176,HU4,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1058.556904556,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1577.280662105,HU4,4,1,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
087656,1063.502080912,HU4,3,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
087656,1746.292983306,HU4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
